,recommend_to_a_friend,review_text
271,True,o assento poderia ser mais macio tal como o encosto que é bem confortável com o uso talvez fique mais moldável e aconchegante vou esperar para ver o couro parece ser de boa qualidade e verm com a etiqueta de garantia que assegura a sua autenticidade
272,True,produto chegou no prazo correto tudo original e de excelente qualidade
273,False,estava programado para chegar em  porem ainda não chegou 
274,True,com esse preço é melhor comprar um ar condicionado vcs sempre erram os preços a não  ser que esse copo é de ouro
275,True,ótimo para o dia a dia e não fica deslizando da cabeça
276,True,ótimo produto funciona muito bem eu recomendaria
277,True,a bateria não está durando tanto o aparelho é muito grande poderia continuar com todos os recursos  sendo menor e mais leve no mais muito bonito e bom
278,True,produto muito bom atendeu minhas expectativas e necessidades
279,True,o aparelho é ótimo vem com o adaptador para fones convencionais e um fone com a mesma entrada do carregador a entrega foi dentro do prazo e não tive problema algum
280,True,o tamanho foi a única coisa q achei diferente muito bom o produto e entrega rápida
281,True,o produto é resistente bem bolado e interessante
282,True,jogo muito divertido chegou tudo certinho e chegou antes do prazo de entrega gostei muito
283,True,perfeito com qualidade e conforto e entrega excelente
284,True,o produto cumpre com o anunciado funciona muito bem embaixo do chuveiro não machuca a pele
285,True,excelente produto fácil instalação deixa a água com gosto maravilhoso
286,True,é um bom produto mas com pequenos ajustes e mudanças poderia ser excelente por exemplo um banco mais confortável e pedais mais resistentes
287,True,o tamanho dele é pequeno mas é muito bomseu desempenho  é perfeito aconselho a comprar
288,True,ótimo custobenefício recomendo comprar                                                                    ok
289,True,gostei muito dos produtos guarda roupa grande espaçoso comoda grande com gavetas enormes que desliza que é uma maravilha berço cama que ótimo com rodas que pode movimentar de um lado para outro muito bonito causou todos que estão vindo visitar meu neto gostaram muito do jogo de quarto dele
290,True, produto prático e ocupa pouco espaço além de poder ser usado com outros produtos da mesma marca ampliando a sua capacidade
291,True, produto prático e ocupa pouco espaço além de poder ser usado com outros produtos da mesma marca ampliando a sua capacidade
292,True,tudo correu bem e chegou antes do prazo produto funcionou bem
293,True,produto muito bom smartphone que cumpre as necessidades sem muitas funções mas com o essencial recomendo para quem quer economizar e investir em um produto de qualidade
294,True,produto muito bom smartphone que cumpre as necessidades sem muitas funções mas com o essencial recomendo para quem quer economizar e investir em um produto de qualidade
295,True,o controle remoto da tv philco smart tv led  philco  está sem funcionamento precisei acionar uma reclamação em desfavor da philco para o envio de um novo controle remoto
296,True,dentro do prazo e com sistema de rastreamento online
297,True,gostaria de saber como obter uma melhor imagens   esperava uma qualidade maior de imagens
298,True,o produto atendeu as expectativas  até o momento não tive nenhum problema
299,True,ótimo custo benefício americanas arrasando na entrega
300,False,estou muito decepcionado com esta empresa pois fiz o pedido dos produtos em  e ate o momento ainda não chegou o que aconteceu com o pedido aguardo uma resposta salutar
301,False,o modelo muito bonitoporem  veio com defeito vazando agua
302,False,deveria ter uma trava pra o copo que apenas é so colocar muito fraco
303,True,já  conhecia este tipo de chaleira comprei a cadence pois queria preta e apareceu no facebook a promoção não  conhecia a marca já  utilizei e fiquei satisfeita espero que a durabilidade seja longa
304,True,primeiramente gostei da entrega muito rápida segundo a tv pelo preço é excelente a qualidade de imagem é muito boa o som e bastante potente o netflix excelente roda uma maravilha you tube também não tive problema pois roda muito bem as demais funções smart tv ainda não testei  outra vantagem é que pelo preço acredito que não exista nenhuma tv com  entrada hdmi e duas usb o que dar para conectar até  equipamentos ao mesmo tempo como a sky game e hd externo no meu caso no mais estou com a tv há  dias e estou muito satisfeito e olhando por alguns cometário aqui fiquei até com medo mas com o produto em mão fiquei surpreendido positivamente
305,True,ótima superou as expectativas o café sai quentinho e ela e super fácil e rápida adoramos
306,True,mto bonitos de acordo com o esperado  bom acabamento  material bom
307,True,minha filha adorou o produtooooooooooooooooooooooooooooo
308,True,entrega dentro do prazo produto de qualidade gostei bastante dos acessórios a barbar bem próxima da feita com gilete e isso é muito bom pois tenho alergia as lâminas e com esse barbeador não fico encaroçado no rosto usei a bateria que veio do aparelho umas  durou bastante na minha opinião recomendo
309,True,recomendo o produto  alta qualidade show de bola clean do clean
310,True,produto de ótima qualidade entrega super rapida super recomendo
311,True,um dos melhores produtos que já usei simplesmente perfeito entrega rápida como sempre melhor site de compras
312,False,como é que conseguem deixar um copo anunciado por  estão vendendo por milheiro agora
313,False,muito ruimnao gosteimeu sobrinho ficou super ansioso o jogo chegou e não instala de forma nenhuma já trocamos o pen drive já tentamos de tudofrustrante
314,False,aparelho importado garantia somente a através deste processo vende gato por lebre
315,True,vem conforme o prometido comprei para  sobrinhos eles adoraram e por ser o mesmo produto  as  capas coloridas os ajudam a não se confundirem  e o prazo de entrega também é cumprido
316,True,superou minhas expectativasmeu cabelo e de  cm fiquei com medo de não cachearpor   causa do tamanhomas pegou todo o cabelo e fez cachos perfeitosminha irma enlouqueceu logo  fez  no dela e amou também e já comprou o seuesta ansiosa aguardando chegaros cachos durão muito ameiiiiiiiiii
317,False,excelente custo beneficio com esse preço dei pra minha família todarecomendo
318,True,melhor custo benefício cumpre o q promete cuidado com o armazenador da água
319,False,adorei o produto o preço está totalmente acessível ao meu bolso comprei para toda minha família dois para no caso de quebrar um devido ao acrílico rsrsrs eles terem outro adorei o copo recomendo a todos esse copo mesmo que não tenha dinheiro junte para compralo vale totalmente o investimento
320,True,gostei muito do celular pq é para pessoa que tem problema de visãoos números tem um tamanho bom                          muito bem recomendado aos idosos                              obrigada
321,True,produto de ótima qualidade e chegou dentro do prazo
322,False, reais em um copo vcs estão de sacanagem né isso é o valor da máquina de fazer esses copos né
323,False,este celular não tem contatos quando você clicar para discar ele começa a atualizar o programa e não funciona além disso esquenta rápido e começa a bulgar estou pedido o cancelamento da compra fica a dica
324,True,entrega super rápida e uma ótima leitura adoro comprar nesta loja que sempre entrega antes da data prevista
325,True,excelente produto belo design fácil de manusear super satisfeita
326,True,muito bom recomendo satisfeito com a tv  chegou no prazo previsto
327,True,amei a tv digital uso a noite no meu trabalho atendeu as minhas necessidade  so tenho uma reclamaçao a bateria dura apenas  h sendo a partir dai necessario conectala a uma fonte de energia
328,True,ele e muito bom bom bom  bom  bom bom bom bom tao bom que fica ruim
329,False,um baita descaso estava programado para chegar no dia  pois comprei justamente para presentear no natal a empresa demorou vários dias para postar até imagino que vão dizer que a culpa é dos correios não compro mais da americanas não recomendo nem pra inimigo estou muito insatisfeito
330,True,notebbok muito bom rápido pequeno e leve para quem quer um notebook com um bom desempenho e que oculpa pouco espaço ele é perfeito a autonomia da bateria é muito boa ele liga e desliga muito rápido
331,False,não entregaram o produto e até agora não recebi resposta da restituição do pagamento  péssimo para mim e possivelmente para americanas
